Sample in Buffer,Sample in Window,TRIGGER,design_1_i/tvalid_fir_gen_0_odata_q[15:0],design_1_i/tvalid_fir_gen_0_odata_i[15:0],user_probe_I[15:0],design_1_i/fir_compiler_2_m_axis_data_tdata[15:0],design_1_i/fir_compiler_1_m_axis_data_tdata[15:0],design_1_i/fir_compiler_0_m_axis_data_tdata[15:0],design_1_i/fir_compiler_3_m_axis_data_tdata[15:0],design_1_i/tvalid_fir_gen_0_tvalid,design_1_i/tvalid_fir_gen_1_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX
494,494,0,-59,-17,-17,-16,-51,136,-80,1,0
495,495,0,-59,-17,-17,-16,-10,161,-80,0,1
496,496,0,-59,-17,-17,-16,-10,161,-80,0,0
497,497,0,-59,-17,-17,-16,-10,161,-80,0,0
498,498,0,-59,-17,-17,-16,-10,161,-80,0,0
499,499,0,-59,-17,-17,-16,-5,134,-80,0,1
500,500,0,-59,-17,-17,-16,-5,134,-80,0,0
501,501,0,-59,-17,-17,-16,-5,134,-80,0,0
502,502,0,-59,-17,-17,-19,-5,134,-30,0,0
503,503,0,-105,256,256,-19,-5,134,-30,1,0
504,504,0,-105,256,256,-19,-22,65,-30,0,1
505,505,0,-105,256,256,-19,-22,65,-30,0,0
506,506,0,-105,256,256,-19,-22,65,-30,0,0
507,507,0,-105,256,256,-19,-22,65,-30,0,0
508,508,0,-105,256,256,-19,-40,-21,-30,0,1
509,509,0,-105,256,256,-19,-40,-21,-30,0,0
510,510,0,-105,256,256,-19,-40,-21,-30,0,0
511,511,0,-105,256,256,-16,-40,-21,29,0,0
512,512,0,-358,416,416,-16,-40,-21,29,1,0
513,513,0,-358,416,416,-16,-43,-92,29,0,1
514,514,0,-358,416,416,-16,-43,-92,29,0,0
515,515,0,-358,416,416,-16,-43,-92,29,0,0
516,516,0,-358,416,416,-16,-43,-92,29,0,0
517,517,0,-358,416,416,-16,-28,-127,29,0,1
518,518,0,-358,416,416,-16,-28,-127,29,0,0
519,519,0,-358,416,416,-16,-28,-127,29,0,0
520,520,0,-358,416,416,9,-28,-127,43,0,0
521,521,0,-437,-42,-42,9,-28,-127,43,1,0
522,522,0,-437,-42,-42,9,-3,-115,43,0,1
523,523,0,-437,-42,-42,9,-3,-115,43,0,0
524,524,0,-437,-42,-42,9,-3,-115,43,0,0
525,525,0,-437,-42,-42,9,-3,-115,43,0,0
526,526,0,-437,-42,-42,9,19,-67,43,0,1
527,527,0,-437,-42,-42,9,19,-67,43,0,0
528,528,0,-437,-42,-42,9,19,-67,43,0,0
529,529,0,-437,-42,-42,-8,19,-67,-38,0,0
530,530,0,-62,-447,-447,-8,19,-67,-38,1,0
531,531,0,-62,-447,-447,-8,27,-6,-38,0,1
532,532,0,-62,-447,-447,-8,27,-6,-38,0,0
533,533,0,-62,-447,-447,-8,27,-6,-38,0,0
534,534,0,-62,-447,-447,-8,27,-6,-38,0,0
535,535,0,-62,-447,-447,-8,19,40,-38,0,1
536,536,0,-62,-447,-447,-8,19,40,-38,0,0
537,537,0,-62,-447,-447,-8,19,40,-38,0,0
538,538,0,-62,-447,-447,-22,19,40,-102,0,0
539,539,0,78,-171,-171,-22,19,40,-102,1,0
540,540,0,78,-171,-171,-22,-2,49,-102,0,1
541,541,0,78,-171,-171,-22,-2,49,-102,0,0
542,542,0,78,-171,-171,-22,-2,49,-102,0,0
543,543,0,78,-171,-171,-22,-2,49,-102,0,0
544,544,0,78,-171,-171,-22,-23,24,-102,0,1
545,545,0,78,-171,-171,-22,-23,24,-102,0,0
546,546,0,78,-171,-171,-22,-23,24,-102,0,0
547,547,0,78,-171,-171,36,-23,24,-59,0,0
548,548,0,-302,138,138,36,-23,24,-59,1,0
549,549,0,-302,138,138,36,-32,-7,-59,0,1
550,550,0,-302,138,138,36,-32,-7,-59,0,0
551,551,0,-302,138,138,36,-32,-7,-59,0,0
552,552,0,-302,138,138,36,-32,-7,-59,0,0
553,553,0,-302,138,138,36,-30,-9,-59,0,1
554,554,0,-302,138,138,36,-30,-9,-59,0,0
555,555,0,-302,138,138,36,-30,-9,-59,0,0
556,556,0,-302,138,138,81,-30,-9,-5,0,0
557,557,0,-358,5,5,81,-30,-9,-5,1,0
558,558,0,-358,5,5,81,-30,42,-5,0,1
559,559,0,-358,5,5,81,-30,42,-5,0,0
560,560,0,-358,5,5,81,-30,42,-5,0,0
561,561,0,-358,5,5,81,-30,42,-5,0,0
562,562,0,-358,5,5,81,-53,128,-5,0,1
563,563,0,-358,5,5,81,-53,128,-5,0,0
564,564,0,-358,5,5,81,-53,128,-5,0,0
565,565,0,-358,5,5,32,-53,128,-11,0,0
566,566,0,-8,-55,-55,32,-53,128,-11,1,0
567,567,0,-8,-55,-55,32,-107,201,-11,0,1
568,568,0,-8,-55,-55,32,-107,201,-11,0,0
569,569,0,-8,-55,-55,32,-107,201,-11,0,0
570,570,0,-8,-55,-55,32,-107,201,-11,0,0
571,571,0,-8,-55,-55,32,-179,208,-11,0,1
572,572,0,-8,-55,-55,32,-179,208,-11,0,0
573,573,0,-8,-55,-55,32,-179,208,-11,0,0
574,574,0,-8,-55,-55,-46,-179,208,-22,0,0
575,575,0,-84,51,51,-46,-179,208,-22,1,0
576,576,0,-84,51,51,-46,-229,124,-22,0,1
577,577,0,-84,51,51,-46,-229,124,-22,0,0
578,578,0,-84,51,51,-46,-229,124,-22,0,0
579,579,0,-84,51,51,-46,-229,124,-22,0,0
580,580,0,-84,51,51,-46,-219,-21,-22,0,1
581,581,0,-84,51,51,-46,-219,-21,-22,0,0
582,582,0,-84,51,51,-46,-219,-21,-22,0,0
583,583,0,-84,51,51,-58,-219,-21,-2,0,0
584,584,0,-350,-101,-101,-58,-219,-21,-2,1,0
585,585,0,-350,-101,-101,-58,-140,-159,-2,0,1
586,586,0,-350,-101,-101,-58,-140,-159,-2,0,0
587,587,0,-350,-101,-101,-58,-140,-159,-2,0,0
588,588,0,-350,-101,-101,-58,-140,-159,-2,0,0
589,589,0,-350,-101,-101,-58,-31,-224,-2,0,1
590,590,0,-350,-101,-101,-58,-31,-224,-2,0,0
591,591,0,-350,-101,-101,-58,-31,-224,-2,0,0
592,592,0,-350,-101,-101,-3,-31,-224,14,0,0
593,593,0,-141,-194,-194,-3,-31,-224,14,1,0
594,594,0,-141,-194,-194,-3,45,-188,14,0,1
595,595,0,-141,-194,-194,-3,45,-188,14,0,0
596,596,0,-141,-194,-194,-3,45,-188,14,0,0
597,597,0,-141,-194,-194,-3,45,-188,14,0,0
598,598,0,-141,-194,-194,-3,39,-86,14,0,1
599,599,0,-141,-194,-194,-3,39,-86,14,0,0
600,600,0,-141,-194,-194,-3,39,-86,14,0,0
601,601,0,-141,-194,-194,24,39,-86,-1,0,0
602,602,0,130,167,167,24,39,-86,-1,1,0
603,603,0,130,167,167,24,-45,19,-1,0,1
604,604,0,130,167,167,24,-45,19,-1,0,0
605,605,0,130,167,167,24,-45,19,-1,0,0
606,606,0,130,167,167,24,-45,19,-1,0,0
607,607,0,130,167,167,24,-151,69,-1,0,1
608,608,0,130,167,167,24,-151,69,-1,0,0
609,609,0,130,167,167,24,-151,69,-1,0,0
610,610,0,130,167,167,-4,-151,69,-16,0,0
611,611,0,161,354,354,-4,-151,69,-16,1,0
612,612,0,161,354,354,-4,-208,53,-16,0,1
613,613,0,161,354,354,-4,-208,53,-16,0,0
614,614,0,161,354,354,-4,-208,53,-16,0,0
615,615,0,161,354,354,-4,-208,53,-16,0,0
616,616,0,161,354,354,-4,-179,3,-16,0,1
617,617,0,161,354,354,-4,-179,3,-16,0,0
618,618,0,161,354,354,-4,-179,3,-16,0,0
619,619,0,161,354,354,21,-179,3,-15,0,0
620,620,0,327,-68,-68,21,-179,3,-15,1,0
621,621,0,327,-68,-68,21,-89,-33,-15,0,1
622,622,0,327,-68,-68,21,-89,-33,-15,0,0
623,623,0,327,-68,-68,21,-89,-33,-15,0,0
624,624,0,327,-68,-68,21,-89,-33,-15,0,0
625,625,0,327,-68,-68,21,-4,-28,-15,0,1
626,626,0,327,-68,-68,21,-4,-28,-15,0,0
627,627,0,327,-68,-68,21,-4,-28,-15,0,0
628,628,0,327,-68,-68,101,-4,-28,-54,0,0
629,629,0,448,-386,-386,101,-4,-28,-54,1,0
630,630,0,448,-386,-386,101,15,5,-54,0,1
631,631,0,448,-386,-386,101,15,5,-54,0,0
632,632,0,448,-386,-386,101,15,5,-54,0,0
633,633,0,448,-386,-386,101,15,5,-54,0,0
634,634,0,448,-386,-386,101,-42,26,-54,0,1
635,635,0,448,-386,-386,101,-42,26,-54,0,0
636,636,0,448,-386,-386,101,-42,26,-54,0,0
637,637,0,448,-386,-386,62,-42,26,-115,0,0
638,638,0,213,-151,-151,62,-42,26,-115,1,0
639,639,0,213,-151,-151,62,-127,5,-115,0,1
640,640,0,213,-151,-151,62,-127,5,-115,0,0
641,641,0,213,-151,-151,62,-127,5,-115,0,0
642,642,0,213,-151,-151,62,-127,5,-115,0,0
643,643,0,213,-151,-151,62,-175,-51,-115,0,1
644,644,0,213,-151,-151,62,-175,-51,-115,0,0
645,645,0,213,-151,-151,62,-175,-51,-115,0,0
646,646,0,213,-151,-151,-80,-175,-51,-70,0,0
647,647,0,28,102,102,-80,-175,-51,-70,1,0
648,648,0,28,102,102,-80,-150,-100,-70,0,1
649,649,0,28,102,102,-80,-150,-100,-70,0,0
650,650,0,28,102,102,-80,-150,-100,-70,0,0
651,651,0,28,102,102,-80,-150,-100,-70,0,0
652,652,0,28,102,102,-80,-71,-97,-70,0,1
653,653,0,28,102,102,-80,-71,-97,-70,0,0
654,654,0,28,102,102,-80,-71,-97,-70,0,0
655,655,0,28,102,102,-94,-71,-97,22,0,0
656,656,0,58,144,144,-94,-71,-97,22,1,0
657,657,0,58,144,144,-94,15,-26,22,0,1
658,658,0,58,144,144,-94,15,-26,22,0,0
659,659,0,58,144,144,-94,15,-26,22,0,0
660,660,0,58,144,144,-94,15,-26,22,0,0
661,661,0,58,144,144,-94,65,84,22,0,1
662,662,0,58,144,144,-94,65,84,22,0,0
663,663,0,58,144,144,-94,65,84,22,0,0
664,664,0,58,144,144,9,65,84,-22,0,0
665,665,0,-37,288,288,9,65,84,-22,1,0
666,666,0,-37,288,288,9,76,169,-22,0,1
667,667,0,-37,288,288,9,76,169,-22,0,0
668,668,0,-37,288,288,9,76,169,-22,0,0
669,669,0,-37,288,288,9,76,169,-22,0,0
670,670,0,-37,288,288,9,81,177,-22,0,1
671,671,0,-37,288,288,9,81,177,-22,0,0
672,672,0,-37,288,288,9,81,177,-22,0,0
673,673,0,-37,288,288,27,81,177,-104,0,0
674,674,0,-174,330,330,27,81,177,-104,1,0
675,675,0,-174,330,330,27,109,96,-104,0,1
676,676,0,-174,330,330,27,109,96,-104,0,0
677,677,0,-174,330,330,27,109,96,-104,0,0
678,678,0,-174,330,330,27,109,96,-104,0,0
679,679,0,-174,330,330,27,164,-34,-104,0,1
680,680,0,-174,330,330,27,164,-34,-104,0,0
681,681,0,-174,330,330,27,164,-34,-104,0,0
682,682,0,-174,330,330,-16,164,-34,-44,0,0
683,683,0,-81,-16,-16,-16,164,-34,-44,1,0
684,684,0,-81,-16,-16,-16,214,-148,-44,0,1
685,685,0,-81,-16,-16,-16,214,-148,-44,0,0
686,686,0,-81,-16,-16,-16,214,-148,-44,0,0
687,687,0,-81,-16,-16,-16,214,-148,-44,0,0
688,688,0,-81,-16,-16,-16,224,-193,-44,0,1
689,689,0,-81,-16,-16,-16,224,-193,-44,0,0
690,690,0,-81,-16,-16,-16,224,-193,-44,0,0
691,691,0,-81,-16,-16,2,224,-193,7,0,0
692,692,0,93,-212,-212,2,224,-193,7,1,0
693,693,0,93,-212,-212,2,180,-158,7,0,1
694,694,0,93,-212,-212,2,180,-158,7,0,0
695,695,0,93,-212,-212,2,180,-158,7,0,0
696,696,0,93,-212,-212,2,180,-158,7,0,0
697,697,0,93,-212,-212,2,107,-76,7,0,1
698,698,0,93,-212,-212,2,107,-76,7,0,0
699,699,0,93,-212,-212,2,107,-76,7,0,0
700,700,0,93,-212,-212,2,107,-76,-63,0,0
701,701,0,73,105,105,2,107,-76,-63,1,0
702,702,0,73,105,105,2,42,5,-63,0,1
703,703,0,73,105,105,2,42,5,-63,0,0
704,704,0,73,105,105,2,42,5,-63,0,0
705,705,0,73,105,105,2,42,5,-63,0,0
706,706,0,73,105,105,2,14,51,-63,0,1
707,707,0,73,105,105,2,14,51,-63,0,0
708,708,0,73,105,105,2,14,51,-63,0,0
709,709,0,73,105,105,-50,14,51,-75,0,0
710,710,0,-158,344,344,-50,14,51,-75,1,0
711,711,0,-158,344,344,-50,19,64,-75,0,1
712,712,0,-158,344,344,-50,19,64,-75,0,0
713,713,0,-158,344,344,-50,19,64,-75,0,0
714,714,0,-158,344,344,-50,19,64,-75,0,0
715,715,0,-158,344,344,-50,29,72,-75,0,1
716,716,0,-158,344,344,-50,29,72,-75,0,0
717,717,0,-158,344,344,-50,29,72,-75,0,0
718,718,0,-158,344,344,-13,29,72,7,0,0
719,719,0,-263,160,160,-13,29,72,7,1,0
720,720,0,-263,160,160,-13,18,99,7,0,1
721,721,0,-263,160,160,-13,18,99,7,0,0
722,722,0,-263,160,160,-13,18,99,7,0,0
723,723,0,-263,160,160,-13,18,99,7,0,0
724,724,0,-263,160,160,-13,-19,144,7,0,1
725,725,0,-263,160,160,-13,-19,144,7,0,0
726,726,0,-263,160,160,-13,-19,144,7,0,0
727,727,0,-263,160,160,85,-19,144,38,0,0
728,728,0,-20,-35,-35,85,-19,144,38,1,0
729,729,0,-20,-35,-35,85,-62,178,38,0,1
730,730,0,-20,-35,-35,85,-62,178,38,0,0
731,731,0,-20,-35,-35,85,-62,178,38,0,0
732,732,0,-20,-35,-35,85,-62,178,38,0,0
733,733,0,-20,-35,-35,85,-87,165,38,0,1
734,734,0,-20,-35,-35,85,-87,165,38,0,0
735,735,0,-20,-35,-35,85,-87,165,38,0,0
736,736,0,-20,-35,-35,48,-87,165,55,0,0
737,737,0,124,-61,-61,48,-87,165,55,1,0
738,738,0,124,-61,-61,48,-78,94,55,0,1
739,739,0,124,-61,-61,48,-78,94,55,0,0
740,740,0,124,-61,-61,48,-78,94,55,0,0
741,741,0,124,-61,-61,48,-78,94,55,0,0
742,742,0,124,-61,-61,48,-41,-8,55,0,1
743,743,0,124,-61,-61,48,-41,-8,55,0,0
744,744,0,124,-61,-61,48,-41,-8,55,0,0
745,745,0,124,-61,-61,-74,-41,-8,107,0,0
746,746,0,-98,-83,-83,-74,-41,-8,107,1,0
747,747,0,-98,-83,-83,-74,8,-90,107,0,1
748,748,0,-98,-83,-83,-74,8,-90,107,0,0
749,749,0,-98,-83,-83,-74,8,-90,107,0,0
750,750,0,-98,-83,-83,-74,8,-90,107,0,0
751,751,0,-98,-83,-83,-74,47,-106,107,0,1
752,752,0,-98,-83,-83,-74,47,-106,107,0,0
753,753,0,-98,-83,-83,-74,47,-106,107,0,0
754,754,0,-98,-83,-83,-79,47,-106,90,0,0
755,755,0,-138,-106,-106,-79,47,-106,90,1,0
756,756,0,-138,-106,-106,-79,58,-47,90,0,1
757,757,0,-138,-106,-106,-79,58,-47,90,0,0
758,758,0,-138,-106,-106,-79,58,-47,90,0,0
759,759,0,-138,-106,-106,-79,58,-47,90,0,0
760,760,0,-138,-106,-106,-79,37,53,90,0,1
761,761,0,-138,-106,-106,-79,37,53,90,0,0
762,762,0,-138,-106,-106,-79,37,53,90,0,0
763,763,0,-138,-106,-106,2,37,53,21,0,0
764,764,0,92,-183,-183,2,37,53,21,1,0
765,765,0,92,-183,-183,2,-15,140,21,0,1
766,766,0,92,-183,-183,2,-15,140,21,0,0
767,767,0,92,-183,-183,2,-15,140,21,0,0
768,768,0,92,-183,-183,2,-15,140,21,0,0
769,769,0,92,-183,-183,2,-79,172,21,0,1
770,770,0,92,-183,-183,2,-79,172,21,0,0
771,771,0,92,-183,-183,2,-79,172,21,0,0
772,772,0,92,-183,-183,32,-79,172,9,0,0
773,773,0,39,-285,-285,32,-79,172,9,1,0
774,774,0,39,-285,-285,32,-127,143,9,0,1
775,775,0,39,-285,-285,32,-127,143,9,0,0
776,776,0,39,-285,-285,32,-127,143,9,0,0
777,777,0,39,-285,-285,32,-127,143,9,0,0
778,778,0,39,-285,-285,32,-132,80,9,0,1
779,779,0,39,-285,-285,32,-132,80,9,0,0
780,780,0,39,-285,-285,32,-132,80,9,0,0
781,781,0,39,-285,-285,50,-132,80,9,0,0
782,782,0,-92,-69,-69,50,-132,80,9,1,0
783,783,0,-92,-69,-69,50,-85,19,9,0,1
784,784,0,-92,-69,-69,50,-85,19,9,0,0
785,785,0,-92,-69,-69,50,-85,19,9,0,0
786,786,0,-92,-69,-69,50,-85,19,9,0,0
787,787,0,-92,-69,-69,50,-10,-18,9,0,1
788,788,0,-92,-69,-69,50,-10,-18,9,0,0
789,789,0,-92,-69,-69,50,-10,-18,9,0,0
790,790,0,-92,-69,-69,89,-10,-18,-31,0,0
791,791,0,97,361,361,89,-10,-18,-31,1,0
792,792,0,97,361,361,89,51,-29,-31,0,1
793,793,0,97,361,361,89,51,-29,-31,0,0
794,794,0,97,361,361,89,51,-29,-31,0,0
795,795,0,97,361,361,89,51,-29,-31,0,0
796,796,0,97,361,361,89,62,-31,-31,0,1
797,797,0,97,361,361,89,62,-31,-31,0,0
798,798,0,97,361,361,89,62,-31,-31,0,0
799,799,0,97,361,361,47,62,-31,-39,0,0
800,800,0,187,329,329,47,62,-31,-39,1,0
801,801,0,187,329,329,47,17,-34,-39,0,1
802,802,0,187,329,329,47,17,-34,-39,0,0
803,803,0,187,329,329,47,17,-34,-39,0,0
804,804,0,187,329,329,47,17,-34,-39,0,0
805,805,0,187,329,329,47,-49,-42,-39,0,1
806,806,0,187,329,329,47,-49,-42,-39,0,0
807,807,0,187,329,329,47,-49,-42,-39,0,0
808,808,0,187,329,329,-45,-49,-42,4,0,0
809,809,0,59,-208,-208,-45,-49,-42,4,1,0
810,810,0,59,-208,-208,-45,-87,-48,4,0,1
811,811,0,59,-208,-208,-45,-87,-48,4,0,0
812,812,0,59,-208,-208,-45,-87,-48,4,0,0
813,813,0,59,-208,-208,-45,-87,-48,4,0,0
814,814,0,59,-208,-208,-45,-69,-53,4,0,1
815,815,0,59,-208,-208,-45,-69,-53,4,0,0
816,816,0,59,-208,-208,-45,-69,-53,4,0,0
817,817,0,59,-208,-208,-24,-69,-53,29,0,0
818,818,0,109,-542,-542,-24,-69,-53,29,1,0
819,819,0,109,-542,-542,-24,-9,-65,29,0,1
820,820,0,109,-542,-542,-24,-9,-65,29,0,0
821,821,0,109,-542,-542,-24,-9,-65,29,0,0
822,822,0,109,-542,-542,-24,-9,-65,29,0,0
823,823,0,109,-542,-542,-24,46,-92,29,0,1
824,824,0,109,-542,-542,-24,46,-92,29,0,0
825,825,0,109,-542,-542,-24,46,-92,29,0,0
826,826,0,109,-542,-542,70,46,-92,-7,0,0
827,827,0,170,-348,-348,70,46,-92,-7,1,0
828,828,0,170,-348,-348,70,57,-125,-7,0,1
829,829,0,170,-348,-348,70,57,-125,-7,0,0
830,830,0,170,-348,-348,70,57,-125,-7,0,0
831,831,0,170,-348,-348,70,57,-125,-7,0,0
832,832,0,170,-348,-348,70,20,-143,-7,0,1
833,833,0,170,-348,-348,70,20,-143,-7,0,0
834,834,0,170,-348,-348,70,20,-143,-7,0,0
835,835,0,170,-348,-348,72,20,-143,-64,0,0
836,836,0,131,51,51,72,20,-143,-64,1,0
837,837,0,131,51,51,72,-30,-116,-64,0,1
838,838,0,131,51,51,72,-30,-116,-64,0,0
839,839,0,131,51,51,72,-30,-116,-64,0,0
840,840,0,131,51,51,72,-30,-116,-64,0,0
841,841,0,131,51,51,72,-46,-35,-64,0,1
842,842,0,131,51,51,72,-46,-35,-64,0,0
843,843,0,131,51,51,72,-46,-35,-64,0,0
844,844,0,131,51,51,9,-46,-35,-43,0,0
845,845,0,256,224,224,9,-46,-35,-43,1,0
846,846,0,256,224,224,9,-12,80,-43,0,1
847,847,0,256,224,224,9,-12,80,-43,0,0
848,848,0,256,224,224,9,-12,80,-43,0,0
849,849,0,256,224,224,9,-12,80,-43,0,0
850,850,0,256,224,224,9,49,181,-43,0,1
851,851,0,256,224,224,9,49,181,-43,0,0
852,852,0,256,224,224,9,49,181,-43,0,0
853,853,0,256,224,224,-15,49,181,26,0,0
854,854,0,145,75,75,-15,49,181,26,1,0
855,855,0,145,75,75,-15,93,216,26,0,1
856,856,0,145,75,75,-15,93,216,26,0,0
857,857,0,145,75,75,-15,93,216,26,0,0
858,858,0,145,75,75,-15,93,216,26,0,0
859,859,0,145,75,75,-15,94,165,26,0,1
860,860,0,145,75,75,-15,94,165,26,0,0
861,861,0,145,75,75,-15,94,165,26,0,0
862,862,0,145,75,75,-17,94,165,9,0,0
863,863,0,-412,-33,-33,-17,94,165,9,1,0
864,864,0,-412,-33,-33,-17,61,42,9,0,1
865,865,0,-412,-33,-33,-17,61,42,9,0,0
866,866,0,-412,-33,-33,-17,61,42,9,0,0
867,867,0,-412,-33,-33,-17,61,42,9,0,0
868,868,0,-412,-33,-33,-17,30,-104,9,0,1
869,869,0,-412,-33,-33,-17,30,-104,9,0,0
870,870,0,-412,-33,-33,-17,30,-104,9,0,0
871,871,0,-412,-33,-33,-24,30,-104,-43,0,0
872,872,0,-544,126,126,-24,30,-104,-43,1,0
873,873,0,-544,126,126,-24,28,-220,-43,0,1
874,874,0,-544,126,126,-24,28,-220,-43,0,0
875,875,0,-544,126,126,-24,28,-220,-43,0,0
876,876,0,-544,126,126,-24,28,-220,-43,0,0
877,877,0,-544,126,126,-24,55,-271,-43,0,1
878,878,0,-544,126,126,-24,55,-271,-43,0,0
879,879,0,-544,126,126,-24,55,-271,-43,0,0
880,880,0,-544,126,126,-33,55,-271,-5,0,0
881,881,0,-106,207,207,-33,55,-271,-5,1,0
882,882,0,-106,207,207,-33,81,-250,-5,0,1
883,883,0,-106,207,207,-33,81,-250,-5,0,0
884,884,0,-106,207,207,-33,81,-250,-5,0,0
885,885,0,-106,207,207,-33,81,-250,-5,0,0
886,886,0,-106,207,207,-33,85,-174,-5,0,1
887,887,0,-106,207,207,-33,85,-174,-5,0,0
888,888,0,-106,207,207,-33,85,-174,-5,0,0
889,889,0,-106,207,207,-63,85,-174,28,0,0
890,890,0,19,-19,-19,-63,85,-174,28,1,0
891,891,0,19,-19,-19,-63,71,-72,28,0,1
892,892,0,19,-19,-19,-63,71,-72,28,0,0
893,893,0,19,-19,-19,-63,71,-72,28,0,0
894,894,0,19,-19,-19,-63,71,-72,28,0,0
895,895,0,19,-19,-19,-63,66,26,28,0,1
896,896,0,19,-19,-19,-63,66,26,28,0,0
897,897,0,19,-19,-19,-63,66,26,28,0,0
898,898,0,19,-19,-19,-58,66,26,-15,0,0
899,899,0,-107,-257,-257,-58,66,26,-15,1,0
900,900,0,-107,-257,-257,-58,89,92,-15,0,1
901,901,0,-107,-257,-257,-58,89,92,-15,0,0
902,902,0,-107,-257,-257,-58,89,92,-15,0,0
903,903,0,-107,-257,-257,-58,89,92,-15,0,0
904,904,0,-107,-257,-257,-58,128,112,-15,0,1
905,905,0,-107,-257,-257,-58,128,112,-15,0,0
906,906,0,-107,-257,-257,-58,128,112,-15,0,0
907,907,0,-107,-257,-257,40,128,112,-6,0,0
908,908,0,19,-266,-266,40,128,112,-6,1,0
909,909,0,19,-266,-266,40,136,87,-6,0,1
910,910,0,19,-266,-266,40,136,87,-6,0,0
911,911,0,19,-266,-266,40,136,87,-6,0,0
912,912,0,19,-266,-266,40,136,87,-6,0,0
913,913,0,19,-266,-266,40,73,38,-6,0,1
914,914,0,19,-266,-266,40,73,38,-6,0,0
915,915,0,19,-266,-266,40,73,38,-6,0,0
916,916,0,19,-266,-266,108,73,38,47,0,0
917,917,0,66,-49,-49,108,73,38,47,1,0
918,918,0,66,-49,-49,108,-60,-6,47,0,1
919,919,0,66,-49,-49,108,-60,-6,47,0,0
920,920,0,66,-49,-49,108,-60,-6,47,0,0
921,921,0,66,-49,-49,108,-60,-6,47,0,0
922,922,0,66,-49,-49,108,-206,-17,47,0,1
923,923,0,66,-49,-49,108,-206,-17,47,0,0
924,924,0,66,-49,-49,108,-206,-17,47,0,0
925,925,0,66,-49,-49,21,-206,-17,30,0,0
926,926,0,-78,210,210,21,-206,-17,30,1,0
927,927,0,-78,210,210,21,-291,12,30,0,1
928,928,0,-78,210,210,21,-291,12,30,0,0
929,929,0,-78,210,210,21,-291,12,30,0,0
930,930,0,-78,210,210,21,-291,12,30,0,0
931,931,0,-78,210,210,21,-272,63,30,0,1
932,932,0,-78,210,210,21,-272,63,30,0,0
933,933,0,-78,210,210,21,-272,63,30,0,0
934,934,0,-78,210,210,-110,-272,63,14,0,0
935,935,0,-30,127,127,-110,-272,63,14,1,0
936,936,0,-30,127,127,-110,-170,102,14,0,1
937,937,0,-30,127,127,-110,-170,102,14,0,0
938,938,0,-30,127,127,-110,-170,102,14,0,0
939,939,0,-30,127,127,-110,-170,102,14,0,0
940,940,0,-30,127,127,-110,-53,104,14,0,1
941,941,0,-30,127,127,-110,-53,104,14,0,0
942,942,0,-30,127,127,-110,-53,104,14,0,0
943,943,0,-30,127,127,-125,-53,104,41,0,0
944,944,0,19,-203,-203,-125,-53,104,41,1,0
945,945,0,19,-203,-203,-125,13,61,41,0,1
946,946,0,19,-203,-203,-125,13,61,41,0,0
947,947,0,19,-203,-203,-125,13,61,41,0,0
948,948,0,19,-203,-203,-125,13,61,41,0,0
949,949,0,19,-203,-203,-125,10,-10,41,0,1
950,950,0,19,-203,-203,-125,10,-10,41,0,0
951,951,0,19,-203,-203,-125,10,-10,41,0,0
952,952,0,19,-203,-203,-36,10,-10,35,0,0
953,953,0,-86,-167,-167,-36,10,-10,35,1,0
954,954,0,-86,-167,-167,-36,-30,-80,35,0,1
955,955,0,-86,-167,-167,-36,-30,-80,35,0,0
956,956,0,-86,-167,-167,-36,-30,-80,35,0,0
957,957,0,-86,-167,-167,-36,-30,-80,35,0,0
958,958,0,-86,-167,-167,-36,-54,-129,35,0,1
959,959,0,-86,-167,-167,-36,-54,-129,35,0,0
960,960,0,-86,-167,-167,-36,-54,-129,35,0,0
961,961,0,-86,-167,-167,46,-54,-129,45,0,0
962,962,0,3,127,127,46,-54,-129,45,1,0
963,963,0,3,127,127,46,-35,-146,45,0,1
964,964,0,3,127,127,46,-35,-146,45,0,0
965,965,0,3,127,127,46,-35,-146,45,0,0
966,966,0,3,127,127,46,-35,-146,45,0,0
967,967,0,3,127,127,46,10,-133,45,0,1
968,968,0,3,127,127,46,10,-133,45,0,0
969,969,0,3,127,127,46,10,-133,45,0,0
970,970,0,3,127,127,44,10,-133,68,0,0
971,971,0,132,111,111,44,10,-133,68,1,0
972,972,0,132,111,111,44,41,-90,68,0,1
973,973,0,132,111,111,44,41,-90,68,0,0
974,974,0,132,111,111,44,41,-90,68,0,0
975,975,0,132,111,111,44,41,-90,68,0,0
976,976,0,132,111,111,44,33,-25,68,0,1
977,977,0,132,111,111,44,33,-25,68,0,0
978,978,0,132,111,111,44,33,-25,68,0,0
979,979,0,132,111,111,-3,33,-25,-30,0,0
980,980,0,-29,68,68,-3,33,-25,-30,1,0
981,981,0,-29,68,68,-3,-5,50,-30,0,1
982,982,0,-29,68,68,-3,-5,50,-30,0,0
983,983,0,-29,68,68,-3,-5,50,-30,0,0
984,984,0,-29,68,68,-3,-5,50,-30,0,0
985,985,0,-29,68,68,-3,-39,105,-30,0,1
986,986,0,-29,68,68,-3,-39,105,-30,0,0
