Sample in Buffer,Sample in Window,TRIGGER,design_1_i/tvalid_fir_gen_0_odata_q[15:0],design_1_i/tvalid_fir_gen_0_odata_i[15:0],user_probe_I[15:0],design_1_i/fir_compiler_2_m_axis_data_tdata[15:0],design_1_i/fir_compiler_1_m_axis_data_tdata[15:0],design_1_i/fir_compiler_0_m_axis_data_tdata[15:0],design_1_i/fir_compiler_3_m_axis_data_tdata[15:0],design_1_i/tvalid_fir_gen_0_tvalid,design_1_i/tvalid_fir_gen_1_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,HEX
25232,25232,0,-86,14,14,-13,-163,-150,-88,0,0
25233,25233,0,-86,14,14,-13,-163,-150,-88,0,0
25234,25234,0,-86,14,14,4,-163,-150,-50,0,0
25235,25235,0,-469,-157,-157,4,-163,-150,-50,1,0
25236,25236,0,-469,-157,-157,4,-21,-189,-50,0,1
25237,25237,0,-469,-157,-157,4,-21,-189,-50,0,0
25238,25238,0,-469,-157,-157,4,-21,-189,-50,0,0
25239,25239,0,-469,-157,-157,4,-21,-189,-50,0,0
25240,25240,0,-469,-157,-157,4,119,-177,-50,0,1
25241,25241,0,-469,-157,-157,4,119,-177,-50,0,0
25242,25242,0,-469,-157,-157,4,119,-177,-50,0,0
25243,25243,0,-469,-157,-157,23,119,-177,30,0,0
25244,25244,0,-462,153,153,23,119,-177,30,1,0
25245,25245,0,-462,153,153,23,176,-126,30,0,1
25246,25246,0,-462,153,153,23,176,-126,30,0,0
25247,25247,0,-462,153,153,23,176,-126,30,0,0
25248,25248,0,-462,153,153,23,176,-126,30,0,0
25249,25249,0,-462,153,153,23,128,-72,30,0,1
25250,25250,0,-462,153,153,23,128,-72,30,0,0
25251,25251,0,-462,153,153,23,128,-72,30,0,0
25252,25252,0,-462,153,153,20,128,-72,90,0,0
25253,25253,0,-101,477,477,20,128,-72,90,1,0
25254,25254,0,-101,477,477,20,11,-40,90,0,1
25255,25255,0,-101,477,477,20,11,-40,90,0,0
25256,25256,0,-101,477,477,20,11,-40,90,0,0
25257,25257,0,-101,477,477,20,11,-40,90,0,0
25258,25258,0,-101,477,477,20,-100,-34,90,0,1
25259,25259,0,-101,477,477,20,-100,-34,90,0,0
25260,25260,0,-101,477,477,20,-100,-34,90,0,0
25261,25261,0,-101,477,477,-18,-100,-34,170,0,0
25262,25262,0,118,64,64,-18,-100,-34,170,1,0
25263,25263,0,118,64,64,-18,-144,-32,170,0,1
25264,25264,0,118,64,64,-18,-144,-32,170,0,0
25265,25265,0,118,64,64,-18,-144,-32,170,0,0
25266,25266,0,118,64,64,-18,-144,-32,170,0,0
25267,25267,0,118,64,64,-18,-109,-13,170,0,1
25268,25268,0,118,64,64,-18,-109,-13,170,0,0
25269,25269,0,118,64,64,-18,-109,-13,170,0,0
25270,25270,0,118,64,64,-16,-109,-13,176,0,0
25271,25271,0,-4,-400,-400,-16,-109,-13,176,1,0
25272,25272,0,-4,-400,-400,-16,-31,25,176,0,1
25273,25273,0,-4,-400,-400,-16,-31,25,176,0,0
25274,25274,0,-4,-400,-400,-16,-31,25,176,0,0
25275,25275,0,-4,-400,-400,-16,-31,25,176,0,0
25276,25276,0,-4,-400,-400,-16,30,57,176,0,1
25277,25277,0,-4,-400,-400,-16,30,57,176,0,0
25278,25278,0,-4,-400,-400,-16,30,57,176,0,0
25279,25279,0,-4,-400,-400,9,30,57,11,0,0
25280,25280,0,-186,-66,-66,9,30,57,11,1,0
25281,25281,0,-186,-66,-66,9,27,53,11,0,1
25282,25282,0,-186,-66,-66,9,27,53,11,0,0
25283,25283,0,-186,-66,-66,9,27,53,11,0,0
25284,25284,0,-186,-66,-66,9,27,53,11,0,0
25285,25285,0,-186,-66,-66,9,-43,7,11,0,1
25286,25286,0,-186,-66,-66,9,-43,7,11,0,0
25287,25287,0,-186,-66,-66,9,-43,7,11,0,0
25288,25288,0,-186,-66,-66,-38,-43,7,-110,0,0
25289,25289,0,-31,259,259,-38,-43,7,-110,1,0
25290,25290,0,-31,259,259,-38,-147,-54,-110,0,1
25291,25291,0,-31,259,259,-38,-147,-54,-110,0,0
25292,25292,0,-31,259,259,-38,-147,-54,-110,0,0
25293,25293,0,-31,259,259,-38,-147,-54,-110,0,0
25294,25294,0,-31,259,259,-38,-235,-79,-110,0,1
25295,25295,0,-31,259,259,-38,-235,-79,-110,0,0
25296,25296,0,-31,259,259,-38,-235,-79,-110,0,0
25297,25297,0,-31,259,259,-95,-235,-79,-10,0,0
25298,25298,0,369,-172,-172,-95,-235,-79,-10,1,0
25299,25299,0,369,-172,-172,-95,-266,-32,-10,0,1
25300,25300,0,369,-172,-172,-95,-266,-32,-10,0,0
25301,25301,0,369,-172,-172,-95,-266,-32,-10,0,0
25302,25302,0,369,-172,-172,-95,-266,-32,-10,0,0
25303,25303,0,369,-172,-172,-95,-231,77,-10,0,1
25304,25304,0,369,-172,-172,-95,-231,77,-10,0,0
25305,25305,0,369,-172,-172,-95,-231,77,-10,0,0
25306,25306,0,369,-172,-172,-63,-231,77,88,0,0
25307,25307,0,423,-371,-371,-63,-231,77,88,1,0
25308,25308,0,423,-371,-371,-63,-147,191,88,0,1
25309,25309,0,423,-371,-371,-63,-147,191,88,0,0
25310,25310,0,423,-371,-371,-63,-147,191,88,0,0
25311,25311,0,423,-371,-371,-63,-147,191,88,0,0
25312,25312,0,423,-371,-371,-63,-51,239,88,0,1
25313,25313,0,423,-371,-371,-63,-51,239,88,0,0
25314,25314,0,423,-371,-371,-63,-51,239,88,0,0
25315,25315,0,423,-371,-371,-20,-51,239,6,0,0
25316,25316,0,-34,270,270,-20,-51,239,6,1,0
25317,25317,0,-34,270,270,-20,26,178,6,0,1
25318,25318,0,-34,270,270,-20,26,178,6,0,0
25319,25319,0,-34,270,270,-20,26,178,6,0,0
25320,25320,0,-34,270,270,-20,26,178,6,0,0
25321,25321,0,-34,270,270,-20,59,32,6,0,1
25322,25322,0,-34,270,270,-20,59,32,6,0,0
25323,25323,0,-34,270,270,-20,59,32,6,0,0
25324,25324,0,-34,270,270,-16,59,32,-72,0,0
25325,25325,0,-418,625,625,-16,59,32,-72,1,0
25326,25326,0,-418,625,625,-16,45,-123,-72,0,1
25327,25327,0,-418,625,625,-16,45,-123,-72,0,0
25328,25328,0,-418,625,625,-16,45,-123,-72,0,0
25329,25329,0,-418,625,625,-16,45,-123,-72,0,0
25330,25330,0,-418,625,625,-16,-2,-200,-72,0,1
25331,25331,0,-418,625,625,-16,-2,-200,-72,0,0
25332,25332,0,-418,625,625,-16,-2,-200,-72,0,0
25333,25333,0,-418,625,625,12,-2,-200,-15,0,0
25334,25334,0,-314,157,157,12,-2,-200,-15,1,0
25335,25335,0,-314,157,157,12,-58,-159,-15,0,1
25336,25336,0,-314,157,157,12,-58,-159,-15,0,0
25337,25337,0,-314,157,157,12,-58,-159,-15,0,0
25338,25338,0,-314,157,157,12,-58,-159,-15,0,0
25339,25339,0,-314,157,157,12,-93,-33,-15,0,1
25340,25340,0,-314,157,157,12,-93,-33,-15,0,0
25341,25341,0,-314,157,157,12,-93,-33,-15,0,0
25342,25342,0,-314,157,157,27,-93,-33,14,0,0
25343,25343,0,59,-176,-176,27,-93,-33,14,1,0
25344,25344,0,59,-176,-176,27,-81,92,14,0,1
25345,25345,0,59,-176,-176,27,-81,92,14,0,0
25346,25346,0,59,-176,-176,27,-81,92,14,0,0
25347,25347,0,59,-176,-176,27,-81,92,14,0,0
25348,25348,0,59,-176,-176,27,-16,130,14,0,1
25349,25349,0,59,-176,-176,27,-16,130,14,0,0
25350,25350,0,59,-176,-176,27,-16,130,14,0,0
25351,25351,0,59,-176,-176,-27,-16,130,-74,0,0
25352,25352,0,347,-21,-21,-27,-16,130,-74,1,0
25353,25353,0,347,-21,-21,-27,86,53,-74,0,1
25354,25354,0,347,-21,-21,-27,86,53,-74,0,0
25355,25355,0,347,-21,-21,-27,86,53,-74,0,0
25356,25356,0,347,-21,-21,-27,86,53,-74,0,0
25357,25357,0,347,-21,-21,-27,185,-86,-74,0,1
25358,25358,0,347,-21,-21,-27,185,-86,-74,0,0
25359,25359,0,347,-21,-21,-27,185,-86,-74,0,0
25360,25360,0,347,-21,-21,-16,185,-86,-133,0,0
25361,25361,0,287,58,58,-16,185,-86,-133,1,0
25362,25362,0,287,58,58,-16,236,-192,-133,0,1
25363,25363,0,287,58,58,-16,236,-192,-133,0,0
25364,25364,0,287,58,58,-16,236,-192,-133,0,0
25365,25365,0,287,58,58,-16,236,-192,-133,0,0
25366,25366,0,287,58,58,-16,212,-186,-133,0,1
25367,25367,0,287,58,58,-16,212,-186,-133,0,0
25368,25368,0,287,58,58,-16,212,-186,-133,0,0
25369,25369,0,287,58,58,96,212,-186,-74,0,0
25370,25370,0,-117,-13,-13,96,212,-186,-74,1,0
25371,25371,0,-117,-13,-13,96,116,-54,-74,0,1
25372,25372,0,-117,-13,-13,96,116,-54,-74,0,0
25373,25373,0,-117,-13,-13,96,116,-54,-74,0,0
25374,25374,0,-117,-13,-13,96,116,-54,-74,0,0
25375,25375,0,-117,-13,-13,96,-17,135,-74,0,1
25376,25376,0,-117,-13,-13,96,-17,135,-74,0,0
25377,25377,0,-117,-13,-13,96,-17,135,-74,0,0
25378,25378,0,-117,-13,-13,89,-17,135,13,0,0
25379,25379,0,-335,-34,-34,89,-17,135,13,1,0
25380,25380,0,-335,-34,-34,89,-139,282,13,0,1
25381,25381,0,-335,-34,-34,89,-139,282,13,0,0
25382,25382,0,-335,-34,-34,89,-139,282,13,0,0
25383,25383,0,-335,-34,-34,89,-139,282,13,0,0
25384,25384,0,-335,-34,-34,89,-209,313,13,0,1
25385,25385,0,-335,-34,-34,89,-209,313,13,0,0
25386,25386,0,-335,-34,-34,89,-209,313,13,0,0
25387,25387,0,-335,-34,-34,-61,-209,313,23,0,0
25388,25388,0,-36,-28,-28,-61,-209,313,23,1,0
25389,25389,0,-36,-28,-28,-61,-212,224,23,0,1
25390,25390,0,-36,-28,-28,-61,-212,224,23,0,0
25391,25391,0,-36,-28,-28,-61,-212,224,23,0,0
25392,25392,0,-36,-28,-28,-61,-212,224,23,0,0
25393,25393,0,-36,-28,-28,-61,-157,79,23,0,1
25394,25394,0,-36,-28,-28,-61,-157,79,23,0,0
25395,25395,0,-36,-28,-28,-61,-157,79,23,0,0
25396,25396,0,-36,-28,-28,-80,-157,79,-29,0,0
25397,25397,0,308,116,116,-80,-157,79,-29,1,0
25398,25398,0,308,116,116,-80,-68,-42,-29,0,1
25399,25399,0,308,116,116,-80,-68,-42,-29,0,0
25400,25400,0,308,116,116,-80,-68,-42,-29,0,0
25401,25401,0,308,116,116,-80,-68,-42,-29,0,0
25402,25402,0,308,116,116,-80,30,-88,-29,0,1
25403,25403,0,308,116,116,-80,30,-88,-29,0,0
25404,25404,0,308,116,116,-80,30,-88,-29,0,0
25405,25405,0,308,116,116,46,30,-88,-41,0,0
25406,25406,0,350,288,288,46,30,-88,-41,1,0
25407,25407,0,350,288,288,46,116,-63,-41,0,1
25408,25408,0,350,288,288,46,116,-63,-41,0,0
25409,25409,0,350,288,288,46,116,-63,-41,0,0
25410,25410,0,350,288,288,46,116,-63,-41,0,0
25411,25411,0,350,288,288,46,174,-11,-41,0,1
25412,25412,0,350,288,288,46,174,-11,-41,0,0
25413,25413,0,350,288,288,46,174,-11,-41,0,0
25414,25414,0,350,288,288,27,174,-11,43,0,0
25415,25415,0,274,147,147,27,174,-11,43,1,0
25416,25416,0,274,147,147,27,186,26,43,0,1
25417,25417,0,274,147,147,27,186,26,43,0,0
25418,25418,0,274,147,147,27,186,26,43,0,0
25419,25419,0,274,147,147,27,186,26,43,0,0
25420,25420,0,274,147,147,27,144,29,43,0,1
25421,25421,0,274,147,147,27,144,29,43,0,0
25422,25422,0,274,147,147,27,144,29,43,0,0
25423,25423,0,274,147,147,-96,144,29,118,0,0
25424,25424,0,57,10,10,-96,144,29,118,1,0
25425,25425,0,57,10,10,-96,52,11,118,0,1
25426,25426,0,57,10,10,-96,52,11,118,0,0
25427,25427,0,57,10,10,-96,52,11,118,0,0
25428,25428,0,57,10,10,-96,52,11,118,0,0
25429,25429,0,57,10,10,-96,-59,-7,118,0,1
25430,25430,0,57,10,10,-96,-59,-7,118,0,0
25431,25431,0,57,10,10,-96,-59,-7,118,0,0
25432,25432,0,57,10,10,-27,-59,-7,58,0,0
25433,25433,0,-258,162,162,-27,-59,-7,58,1,0
25434,25434,0,-258,162,162,-27,-145,-14,58,0,1
25435,25435,0,-258,162,162,-27,-145,-14,58,0,0
25436,25436,0,-258,162,162,-27,-145,-14,58,0,0
25437,25437,0,-258,162,162,-27,-145,-14,58,0,0
25438,25438,0,-258,162,162,-27,-168,-17,58,0,1
25439,25439,0,-258,162,162,-27,-168,-17,58,0,0
25440,25440,0,-258,162,162,-27,-168,-17,58,0,0
25441,25441,0,-258,162,162,141,-168,-17,-69,0,0
25442,25442,0,-226,81,81,141,-168,-17,-69,1,0
25443,25443,0,-226,81,81,141,-117,-18,-69,0,1
25444,25444,0,-226,81,81,141,-117,-18,-69,0,0
25445,25445,0,-226,81,81,141,-117,-18,-69,0,0
25446,25446,0,-226,81,81,141,-117,-18,-69,0,0
25447,25447,0,-226,81,81,141,-18,-14,-69,0,1
25448,25448,0,-226,81,81,141,-18,-14,-69,0,0
25449,25449,0,-226,81,81,141,-18,-14,-69,0,0
25450,25450,0,-226,81,81,112,-18,-14,-106,0,0
25451,25451,0,26,-207,-207,112,-18,-14,-106,1,0
25452,25452,0,26,-207,-207,112,85,10,-106,0,1
25453,25453,0,26,-207,-207,112,85,10,-106,0,0
25454,25454,0,26,-207,-207,112,85,10,-106,0,0
25455,25455,0,26,-207,-207,112,85,10,-106,0,0
25456,25456,0,26,-207,-207,112,154,58,-106,0,1
25457,25457,0,26,-207,-207,112,154,58,-106,0,0
25458,25458,0,26,-207,-207,112,154,58,-106,0,0
25459,25459,0,26,-207,-207,-21,154,58,-34,0,0
25460,25460,0,-19,-93,-93,-21,154,58,-34,1,0
25461,25461,0,-19,-93,-93,-21,180,113,-34,0,1
25462,25462,0,-19,-93,-93,-21,180,113,-34,0,0
25463,25463,0,-19,-93,-93,-21,180,113,-34,0,0
25464,25464,0,-19,-93,-93,-21,180,113,-34,0,0
25465,25465,0,-19,-93,-93,-21,175,144,-34,0,1
25466,25466,0,-19,-93,-93,-21,175,144,-34,0,0
25467,25467,0,-19,-93,-93,-21,175,144,-34,0,0
25468,25468,0,-19,-93,-93,-32,175,144,58,0,0
25469,25469,0,-110,-6,-6,-32,175,144,58,1,0
25470,25470,0,-110,-6,-6,-32,159,128,58,0,1
25471,25471,0,-110,-6,-6,-32,159,128,58,0,0
25472,25472,0,-110,-6,-6,-32,159,128,58,0,0
25473,25473,0,-110,-6,-6,-32,159,128,58,0,0
25474,25474,0,-110,-6,-6,-32,137,74,58,0,1
25475,25475,0,-110,-6,-6,-32,137,74,58,0,0
25476,25476,0,-110,-6,-6,-32,137,74,58,0,0
25477,25477,0,-110,-6,-6,13,137,74,93,0,0
25478,25478,0,60,-443,-443,13,137,74,93,1,0
25479,25479,0,60,-443,-443,13,97,20,93,0,1
25480,25480,0,60,-443,-443,13,97,20,93,0,0
25481,25481,0,60,-443,-443,13,97,20,93,0,0
25482,25482,0,60,-443,-443,13,97,20,93,0,0
25483,25483,0,60,-443,-443,13,29,5,93,0,1
25484,25484,0,60,-443,-443,13,29,5,93,0,0
25485,25485,0,60,-443,-443,13,29,5,93,0,0
25486,25486,0,60,-443,-443,6,29,5,26,0,0
25487,25487,0,134,-654,-654,6,29,5,26,1,0
25488,25488,0,134,-654,-654,6,-58,36,26,0,1
25489,25489,0,134,-654,-654,6,-58,36,26,0,0
25490,25490,0,134,-654,-654,6,-58,36,26,0,0
25491,25491,0,134,-654,-654,6,-58,36,26,0,0
25492,25492,0,134,-654,-654,6,-129,81,26,0,1
25493,25493,0,134,-654,-654,6,-129,81,26,0,0
25494,25494,0,134,-654,-654,6,-129,81,26,0,0
25495,25495,0,134,-654,-654,-7,-129,81,-73,0,0
25496,25496,0,96,-305,-305,-7,-129,81,-73,1,0
25497,25497,0,96,-305,-305,-7,-151,90,-73,0,1
25498,25498,0,96,-305,-305,-7,-151,90,-73,0,0
25499,25499,0,96,-305,-305,-7,-151,90,-73,0,0
25500,25500,0,96,-305,-305,-7,-151,90,-73,0,0
25501,25501,0,96,-305,-305,-7,-113,41,-73,0,1
25502,25502,0,96,-305,-305,-7,-113,41,-73,0,0
25503,25503,0,96,-305,-305,-7,-113,41,-73,0,0
25504,25504,0,96,-305,-305,-9,-113,41,-59,0,0
25505,25505,0,150,-10,-10,-9,-113,41,-59,1,0
25506,25506,0,150,-10,-10,-9,-43,-42,-59,0,1
25507,25507,0,150,-10,-10,-9,-43,-42,-59,0,0
25508,25508,0,150,-10,-10,-9,-43,-42,-59,0,0
25509,25509,0,150,-10,-10,-9,-43,-42,-59,0,0
25510,25510,0,150,-10,-10,-9,13,-104,-59,0,1
25511,25511,0,150,-10,-10,-9,13,-104,-59,0,0
25512,25512,0,150,-10,-10,-9,13,-104,-59,0,0
25513,25513,0,150,-10,-10,5,13,-104,42,0,0
25514,25514,0,-12,160,160,5,13,-104,42,1,0
25515,25515,0,-12,160,160,5,23,-102,42,0,1
25516,25516,0,-12,160,160,5,23,-102,42,0,0
25517,25517,0,-12,160,160,5,23,-102,42,0,0
25518,25518,0,-12,160,160,5,23,-102,42,0,0
25519,25519,0,-12,160,160,5,-10,-47,42,0,1
25520,25520,0,-12,160,160,5,-10,-47,42,0,0
25521,25521,0,-12,160,160,5,-10,-47,42,0,0
25522,25522,0,-12,160,160,57,-10,-47,90,0,0
25523,25523,0,-258,243,243,57,-10,-47,90,1,0
25524,25524,0,-258,243,243,57,-48,7,90,0,1
25525,25525,0,-258,243,243,57,-48,7,90,0,0
25526,25526,0,-258,243,243,57,-48,7,90,0,0
25527,25527,0,-258,243,243,57,-48,7,90,0,0
25528,25528,0,-258,243,243,57,-55,-3,90,0,1
25529,25529,0,-258,243,243,57,-55,-3,90,0,0
25530,25530,0,-258,243,243,57,-55,-3,90,0,0
25531,25531,0,-258,243,243,64,-55,-3,80,0,0
25532,25532,0,-85,-57,-57,64,-55,-3,80,1,0
25533,25533,0,-85,-57,-57,64,-21,-93,80,0,1
25534,25534,0,-85,-57,-57,64,-21,-93,80,0,0
25535,25535,0,-85,-57,-57,64,-21,-93,80,0,0
25536,25536,0,-85,-57,-57,64,-21,-93,80,0,0
25537,25537,0,-85,-57,-57,64,30,-222,80,0,1
25538,25538,0,-85,-57,-57,64,30,-222,80,0,0
25539,25539,0,-85,-57,-57,64,30,-222,80,0,0
25540,25540,0,-85,-57,-57,10,30,-222,49,0,0
25541,25541,0,35,-236,-236,10,30,-222,49,1,0
25542,25542,0,35,-236,-236,10,64,-316,49,0,1
25543,25543,0,35,-236,-236,10,64,-316,49,0,0
25544,25544,0,35,-236,-236,10,64,-316,49,0,0
25545,25545,0,35,-236,-236,10,64,-316,49,0,0
25546,25546,0,35,-236,-236,10,67,-327,49,0,1
25547,25547,0,35,-236,-236,10,67,-327,49,0,0
25548,25548,0,35,-236,-236,10,67,-327,49,0,0
25549,25549,0,35,-236,-236,18,67,-327,-29,0,0
25550,25550,0,-250,101,101,18,67,-327,-29,1,0
25551,25551,0,-250,101,101,18,53,-257,-29,0,1
25552,25552,0,-250,101,101,18,53,-257,-29,0,0
25553,25553,0,-250,101,101,18,53,-257,-29,0,0
25554,25554,0,-250,101,101,18,53,-257,-29,0,0
25555,25555,0,-250,101,101,18,48,-153,-29,0,1
25556,25556,0,-250,101,101,18,48,-153,-29,0,0
25557,25557,0,-250,101,101,18,48,-153,-29,0,0
25558,25558,0,-250,101,101,45,48,-153,-75,0,0
25559,25559,0,-219,158,158,45,48,-153,-75,1,0
25560,25560,0,-219,158,158,45,62,-63,-75,0,1
25561,25561,0,-219,158,158,45,62,-63,-75,0,0
25562,25562,0,-219,158,158,45,62,-63,-75,0,0
25563,25563,0,-219,158,158,45,62,-63,-75,0,0
